TF	Status	Gene
ENSG00000151702	Activation	ENSG00000158161
ENSG00000151702	Activation	ENSG00000151702
ENSG00000151702	Activation	ENSG00000111206
ENSG00000151702	Activation	ENSG00000102145
ENSG00000151702	Activation	ENSG00000088053
ENSG00000151702	Activation	ENSG00000169704
ENSG00000151702	Activation	ENSG00000115738
ENSG00000151702	Repression	ENSG00000146674
ENSG00000151702	Activation	ENSG00000136634
ENSG00000151702	Repression	ENSG00000196611
ENSG00000151702	Activation	ENSG00000117400
ENSG00000151702	Repression	ENSG00000139289
ENSG00000151702	Activation	ENSG00000164362
ENSG00000151702	Activation	ENSG00000163513
ENSG00000151702	Repression	ENSG00000163513
ENSG00000170345	Activation	ENSG00000132906
ENSG00000170345	Activation	ENSG00000187094
ENSG00000170345	Repression	ENSG00000110092
ENSG00000170345	Repression	ENSG00000120885
ENSG00000170345	Activation	ENSG00000095794
ENSG00000170345	Activation	ENSG00000175197
ENSG00000170345	Activation	ENSG00000175595
ENSG00000170345	Activation	ENSG00000092820
ENSG00000170345	Activation	ENSG00000026103
ENSG00000170345	Activation	ENSG00000076258
ENSG00000170345	Repression	ENSG00000170345
ENSG00000170345	Activation	ENSG00000120694
ENSG00000170345	Activation	ENSG00000196611
ENSG00000170345	Activation	ENSG00000100985
ENSG00000170345	Repression	ENSG00000100985
ENSG00000170345	Repression	ENSG00000136997
ENSG00000170345	Activation	ENSG00000277586
ENSG00000170345	Repression	ENSG00000109320
ENSG00000170345	Activation	ENSG00000007171
ENSG00000170345	Repression	ENSG00000007171
ENSG00000170345	Activation	ENSG00000073756
ENSG00000170345	Repression	ENSG00000125255
ENSG00000170345	Activation	ENSG00000101665
ENSG00000170345	Activation	ENSG00000285438
ENSG00000170345	Repression	ENSG00000066336
ENSG00000170345	Activation	ENSG00000167720
ENSG00000125740	Activation	ENSG00000169429
ENSG00000125740	Repression	ENSG00000102265
ENSG00000175592	Repression	ENSG00000138448
ENSG00000175592	Repression	ENSG00000259207
ENSG00000075426	Activation	ENSG00000113916
ENSG00000075426	Activation	ENSG00000012048
ENSG00000075426	Activation	ENSG00000183813
ENSG00000075426	Activation	ENSG00000175592
ENSG00000075426	Activation	ENSG00000135679
ENSG00000075426	Activation	ENSG00000118513
ENSG00000075426	Activation	ENSG00000007171
ENSG00000075426	Repression	ENSG00000102265
ENSG00000075426	Activation	ENSG00000196620
ENSG00000129514	Repression	ENSG00000165029
ENSG00000129514	Activation	ENSG00000084674
ENSG00000129514	Repression	ENSG00000171791
ENSG00000129514	Repression	ENSG00000001626
ENSG00000129514	Activation	ENSG00000204389
ENSG00000129514	Activation	ENSG00000135480
ENSG00000129514	Activation	ENSG00000196712
ENSG00000129514	Repression	ENSG00000177519
ENSG00000129514	Repression	ENSG00000117601
ENSG00000129514	Activation	ENSG00000168878
ENSG00000129514	Activation	ENSG00000197888
ENSG00000125798	Repression	ENSG00000165029
ENSG00000125798	Activation	ENSG00000039068
ENSG00000125798	Repression	ENSG00000001626
ENSG00000125798	Activation	ENSG00000137673
ENSG00000125798	Activation	ENSG00000116833
ENSG00000125798	Repression	ENSG00000007372
ENSG00000125798	Repression	ENSG00000117601
ENSG00000125798	Activation	ENSG00000168875
ENSG00000125798	Activation	ENSG00000115705
ENSG00000054598	Activation	ENSG00000162344
ENSG00000187140	Activation	ENSG00000055163
ENSG00000187140	Repression	ENSG00000187098
ENSG00000187140	Activation	ENSG00000104419
ENSG00000187140	Activation	ENSG00000077092
ENSG00000187140	Activation	ENSG00000118785
ENSG00000178919	Activation	ENSG00000163132
ENSG00000103241	Activation	ENSG00000136487
ENSG00000137273	Activation	ENSG00000095739
ENSG00000137273	Activation	ENSG00000107562
ENSG00000137273	Repression	ENSG00000150093
ENSG00000137273	Repression	ENSG00000169715
ENSG00000137273	Repression	ENSG00000198417
ENSG00000137273	Repression	ENSG00000197461
ENSG00000137273	Repression	ENSG00000221878
ENSG00000137273	Activation	ENSG00000158195
ENSG00000176165	Repression	ENSG00000124762
ENSG00000160973	Repression	ENSG00000169083
ENSG00000168269	Repression	ENSG00000001626
ENSG00000176678	Activation	ENSG00000125378
ENSG00000183770	Repression	ENSG00000118971
ENSG00000183770	Repression	ENSG00000140459
ENSG00000183770	Repression	ENSG00000137869
ENSG00000183770	Activation	ENSG00000096717
ENSG00000183770	Repression	ENSG00000147465
ENSG00000111206	Activation	ENSG00000169083
ENSG00000111206	Activation	ENSG00000159388
ENSG00000111206	Activation	ENSG00000134057
ENSG00000111206	Activation	ENSG00000101224
ENSG00000111206	Activation	ENSG00000094804
ENSG00000111206	Repression	ENSG00000147889
ENSG00000111206	Repression	ENSG00000171564
ENSG00000111206	Activation	ENSG00000136997
ENSG00000111206	Activation	ENSG00000168878
ENSG00000109101	Repression	ENSG00000175065
ENSG00000150907	Activation	ENSG00000159346
ENSG00000150907	Repression	ENSG00000169083
ENSG00000150907	Activation	ENSG00000111276
ENSG00000150907	Activation	ENSG00000121966
ENSG00000150907	Repression	ENSG00000120738
ENSG00000150907	Activation	ENSG00000170323
ENSG00000150907	Repression	ENSG00000131808
ENSG00000150907	Activation	ENSG00000146678
ENSG00000150907	Repression	ENSG00000146678
ENSG00000150907	Activation	ENSG00000136244
ENSG00000150907	Activation	ENSG00000121858
ENSG00000150907	Repression	ENSG00000265972
ENSG00000118689	Activation	ENSG00000169083
ENSG00000118689	Activation	ENSG00000113916
ENSG00000118689	Repression	ENSG00000118971
ENSG00000118689	Activation	ENSG00000117560
ENSG00000118689	Repression	ENSG00000111206
ENSG00000118689	Activation	ENSG00000213930
ENSG00000118689	Repression	ENSG00000141052
ENSG00000118689	Activation	ENSG00000096717
ENSG00000118689	Activation	ENSG00000077463
ENSG00000118689	Activation	ENSG00000121858
ENSG00000118689	Activation	ENSG00000265972
ENSG00000184481	Activation	ENSG00000113916
ENSG00000184481	Activation	ENSG00000118260
ENSG00000184481	Repression	ENSG00000100644
ENSG00000184481	Activation	ENSG00000112096
ENSG00000184481	Activation	ENSG00000121858
ENSG00000114861	Repression	ENSG00000142515
ENSG00000128573	Repression	ENSG00000174469
ENSG00000128573	Repression	ENSG00000105976
ENSG00000128573	Repression	ENSG00000136352
ENSG00000128573	Activation	ENSG00000011422
ENSG00000128573	Activation	ENSG00000101955
ENSG00000049768	Repression	ENSG00000012048
ENSG00000049768	Activation	ENSG00000183813
ENSG00000049768	Repression	ENSG00000109471
ENSG00000049768	Activation	ENSG00000134460
ENSG00000049768	Activation	ENSG00000143258
ENSG00000164379	Activation	ENSG00000119866
ENSG00000164379	Activation	ENSG00000147655
ENSG00000164379	Activation	ENSG00000122691
ENSG00000164379	Activation	ENSG00000112715
ENSG00000164379	Activation	ENSG00000154342
ENSG00000089280	Activation	ENSG00000175197
ENSG00000089280	Repression	ENSG00000135679
ENSG00000154727	Activation	ENSG00000154174
ENSG00000102145	Activation	ENSG00000164252
ENSG00000102145	Activation	ENSG00000156273
ENSG00000102145	Activation	ENSG00000130303
ENSG00000102145	Repression	ENSG00000067955
ENSG00000102145	Activation	ENSG00000158825
ENSG00000102145	Activation	ENSG00000094804
ENSG00000102145	Repression	ENSG00000245848
ENSG00000102145	Activation	ENSG00000165168
ENSG00000102145	Repression	ENSG00000276644
ENSG00000102145	Activation	ENSG00000100697
ENSG00000102145	Activation	ENSG00000130427
ENSG00000102145	Repression	ENSG00000130427
ENSG00000102145	Activation	ENSG00000187266
ENSG00000102145	Activation	ENSG00000179639
ENSG00000102145	Activation	ENSG00000102145
ENSG00000102145	Activation	ENSG00000203618
ENSG00000102145	Activation	ENSG00000088053
ENSG00000102145	Activation	ENSG00000169704
ENSG00000102145	Activation	ENSG00000250361
ENSG00000102145	Repression	ENSG00000136929
ENSG00000102145	Activation	ENSG00000117400
ENSG00000102145	Activation	ENSG00000163737
ENSG00000102145	Activation	ENSG00000186652
ENSG00000102145	Repression	ENSG00000122420
ENSG00000102145	Repression	ENSG00000066336
ENSG00000102145	Activation	ENSG00000006638
ENSG00000102145	Activation	ENSG00000184937
ENSG00000102145	Repression	ENSG00000090612
ENSG00000179348	Activation	ENSG00000187758
ENSG00000179348	Activation	ENSG00000169083
ENSG00000179348	Repression	ENSG00000165168
ENSG00000179348	Repression	ENSG00000130427
ENSG00000179348	Activation	ENSG00000242950
ENSG00000179348	Activation	ENSG00000179639
ENSG00000179348	Activation	ENSG00000102145
ENSG00000179348	Activation	ENSG00000149534
ENSG00000179348	Activation	ENSG00000164867
ENSG00000179348	Repression	ENSG00000132170
ENSG00000179348	Repression	ENSG00000186652
ENSG00000179348	Repression	ENSG00000066336
ENSG00000179348	Activation	ENSG00000184937
ENSG00000107485	Activation	ENSG00000102245
ENSG00000107485	Activation	ENSG00000153563
ENSG00000107485	Activation	ENSG00000039068
ENSG00000107485	Repression	ENSG00000062038
ENSG00000107485	Activation	ENSG00000165556
ENSG00000107485	Activation	ENSG00000140835
ENSG00000107485	Repression	ENSG00000163739
ENSG00000107485	Repression	ENSG00000130427
ENSG00000107485	Activation	ENSG00000157554
ENSG00000107485	Activation	ENSG00000242950
ENSG00000107485	Repression	ENSG00000054598
ENSG00000107485	Repression	ENSG00000176692
ENSG00000107485	Repression	ENSG00000108786
ENSG00000107485	Repression	ENSG00000081985
ENSG00000107485	Activation	ENSG00000113525
ENSG00000107485	Repression	ENSG00000113083
ENSG00000107485	Activation	ENSG00000185499
ENSG00000107485	Activation	ENSG00000122133
ENSG00000107485	Repression	ENSG00000138378
ENSG00000107485	Activation	ENSG00000120156
ENSG00000107485	Activation	ENSG00000148516
ENSG00000285109	Activation	ENSG00000104899
ENSG00000285109	Activation	ENSG00000118971
ENSG00000285109	Repression	ENSG00000141736
ENSG00000285109	Activation	ENSG00000145384
ENSG00000285109	Activation	ENSG00000105697
ENSG00000285109	Repression	ENSG00000048052
ENSG00000285109	Activation	ENSG00000121351
ENSG00000285109	Activation	ENSG00000113525
ENSG00000285109	Activation	ENSG00000164867
ENSG00000285109	Activation	ENSG00000175206
ENSG00000285109	Activation	ENSG00000090402
ENSG00000141448	Repression	ENSG00000105974
ENSG00000141448	Activation	ENSG00000140459
ENSG00000141448	Activation	ENSG00000148795
ENSG00000141448	Activation	ENSG00000153071
ENSG00000141448	Repression	ENSG00000122861
ENSG00000141448	Activation	ENSG00000105398
ENSG00000168505	Activation	ENSG00000136244
ENSG00000137270	Activation	ENSG00000242950
ENSG00000137270	Activation	ENSG00000119630
ENSG00000124827	Activation	ENSG00000036828
ENSG00000124827	Activation	ENSG00000152266
ENSG00000162676	Repression	ENSG00000087088
ENSG00000162676	Repression	ENSG00000111012
ENSG00000165702	Repression	ENSG00000081189
ENSG00000111087	Activation	ENSG00000171791
ENSG00000111087	Repression	ENSG00000171791
ENSG00000111087	Activation	ENSG00000123095
ENSG00000111087	Activation	ENSG00000123374
ENSG00000111087	Activation	ENSG00000142871
ENSG00000111087	Repression	ENSG00000122877
ENSG00000111087	Repression	ENSG00000026103
ENSG00000111087	Repression	ENSG00000188486
ENSG00000111087	Activation	ENSG00000283158
ENSG00000111087	Activation	ENSG00000134853
ENSG00000111087	Activation	ENSG00000104332
ENSG00000111087	Activation	ENSG00000185338
ENSG00000111087	Repression	ENSG00000120889
ENSG00000074047	Activation	ENSG00000171791
ENSG00000074047	Repression	ENSG00000039068
ENSG00000074047	Repression	ENSG00000026103
ENSG00000074047	Activation	ENSG00000103241
ENSG00000074047	Activation	ENSG00000134363
ENSG00000074047	Repression	ENSG00000188486
ENSG00000074047	Activation	ENSG00000206013
ENSG00000074047	Activation	ENSG00000283158
ENSG00000074047	Activation	ENSG00000134853
ENSG00000074047	Activation	ENSG00000185338
ENSG00000074047	Repression	ENSG00000120889
ENSG00000074047	Activation	ENSG00000134245
ENSG00000106571	Repression	ENSG00000237216
ENSG00000106571	Activation	ENSG00000128602
ENSG00000106571	Activation	ENSG00000062716
ENSG00000263001	Activation	ENSG00000044574
ENSG00000263001	Activation	ENSG00000096717
ENSG00000122034	Activation	ENSG00000151929
ENSG00000125812	Repression	ENSG00000253293
ENSG00000164107	Activation	ENSG00000123454
ENSG00000164107	Activation	ENSG00000175206
ENSG00000164107	Activation	ENSG00000165462
ENSG00000143575	Repression	ENSG00000174437
ENSG00000283847	Repression	ENSG00000124762
ENSG00000283847	Repression	ENSG00000130816
ENSG00000283847	Repression	ENSG00000240972
ENSG00000283847	Repression	ENSG00000158517
ENSG00000172534	Activation	ENSG00000101412
ENSG00000172534	Repression	ENSG00000205250
ENSG00000116478	Repression	ENSG00000085563
ENSG00000116478	Repression	ENSG00000095739
ENSG00000116478	Activation	ENSG00000140379
ENSG00000116478	Activation	ENSG00000023445
ENSG00000116478	Repression	ENSG00000139618
ENSG00000116478	Activation	ENSG00000110092
ENSG00000116478	Repression	ENSG00000110092
ENSG00000116478	Repression	ENSG00000118971
ENSG00000116478	Repression	ENSG00000158473
ENSG00000116478	Repression	ENSG00000026508
ENSG00000116478	Repression	ENSG00000085117
ENSG00000116478	Repression	ENSG00000039068
ENSG00000116478	Repression	ENSG00000124762
ENSG00000116478	Activation	ENSG00000181885
ENSG00000116478	Activation	ENSG00000164692
ENSG00000116478	Repression	ENSG00000101412
ENSG00000116478	Repression	ENSG00000146648
ENSG00000116478	Repression	ENSG00000120738
ENSG00000116478	Repression	ENSG00000086232
ENSG00000116478	Repression	ENSG00000091831
ENSG00000116478	Repression	ENSG00000170345
ENSG00000116478	Repression	ENSG00000128683
ENSG00000116478	Activation	ENSG00000273079
ENSG00000116478	Repression	ENSG00000277263
ENSG00000116478	Repression	ENSG00000044574
ENSG00000116478	Activation	ENSG00000090339
ENSG00000116478	Activation	ENSG00000146674
ENSG00000116478	Repression	ENSG00000109471
ENSG00000116478	Repression	ENSG00000136826
ENSG00000116478	Repression	ENSG00000271447
ENSG00000116478	Repression	ENSG00000100985
ENSG00000116478	Repression	ENSG00000132646
ENSG00000116478	Repression	ENSG00000167085
ENSG00000116478	Activation	ENSG00000073756
ENSG00000116478	Repression	ENSG00000077092
ENSG00000116478	Activation	ENSG00000122707
ENSG00000116478	Repression	ENSG00000122707
ENSG00000116478	Repression	ENSG00000160957
ENSG00000116478	Repression	ENSG00000189056
ENSG00000116478	Repression	ENSG00000143878
ENSG00000116478	Activation	ENSG00000020633
ENSG00000116478	Repression	ENSG00000020633
ENSG00000116478	Repression	ENSG00000019549
ENSG00000116478	Repression	ENSG00000185591
ENSG00000116478	Repression	ENSG00000118785
ENSG00000116478	Repression	ENSG00000160182
ENSG00000116478	Repression	ENSG00000277401
ENSG00000116478	Repression	ENSG00000141510
ENSG00000116478	Repression	ENSG00000265972
ENSG00000100429	Repression	ENSG00000265972
ENSG00000163517	Repression	ENSG00000136634
ENSG00000163517	Repression	ENSG00000112115
ENSG00000163517	Repression	ENSG00000206439
ENSG00000163517	Activation	ENSG00000117586
ENSG00000196591	Activation	ENSG00000275565
ENSG00000196591	Repression	ENSG00000120868
ENSG00000196591	Repression	ENSG00000101144
ENSG00000196591	Repression	ENSG00000105173
ENSG00000196591	Repression	ENSG00000158473
ENSG00000196591	Repression	ENSG00000039068
ENSG00000196591	Repression	ENSG00000164692
ENSG00000196591	Repression	ENSG00000169429
ENSG00000196591	Repression	ENSG00000130816
ENSG00000196591	Repression	ENSG00000136826
ENSG00000196591	Repression	ENSG00000283158
ENSG00000196591	Repression	ENSG00000167085
ENSG00000196591	Repression	ENSG00000019549
ENSG00000196591	Repression	ENSG00000185591
ENSG00000196591	Repression	ENSG00000163513
ENSG00000196591	Repression	ENSG00000121858
ENSG00000196591	Repression	ENSG00000122691
ENSG00000171720	Activation	ENSG00000275565
ENSG00000171720	Repression	ENSG00000039068
ENSG00000171720	Repression	ENSG00000147889
ENSG00000171720	Repression	ENSG00000121966
ENSG00000171720	Repression	ENSG00000148935
ENSG00000171720	Repression	ENSG00000179348
ENSG00000171720	Repression	ENSG00000134317
ENSG00000171720	Repression	ENSG00000197919
ENSG00000171720	Repression	ENSG00000177606
ENSG00000171720	Repression	ENSG00000087245
ENSG00000171720	Repression	ENSG00000136997
ENSG00000068024	Repression	ENSG00000124762
ENSG00000068024	Repression	ENSG00000147889
ENSG00000068024	Repression	ENSG00000159184
ENSG00000068024	Repression	ENSG00000136634
ENSG00000068024	Activation	ENSG00000177606
ENSG00000068024	Repression	ENSG00000177606
ENSG00000068024	Repression	ENSG00000068305
ENSG00000068024	Repression	ENSG00000137745
ENSG00000068024	Activation	ENSG00000073756
ENSG00000068024	Repression	ENSG00000124813
ENSG00000068024	Activation	ENSG00000177426
ENSG00000068024	Activation	ENSG00000118707
ENSG00000068024	Activation	ENSG00000162692
ENSG00000068024	Repression	ENSG00000112715
ENSG00000068024	Repression	ENSG00000184937
ENSG00000108840	Repression	ENSG00000138685
ENSG00000108840	Repression	ENSG00000068305
ENSG00000108840	Activation	ENSG00000117394
ENSG00000108840	Repression	ENSG00000181856
ENSG00000108840	Repression	ENSG00000145147
ENSG00000108840	Repression	ENSG00000184937
ENSG00000108840	Activation	ENSG00000100811
ENSG00000061273	Repression	ENSG00000282844
ENSG00000061273	Repression	ENSG00000131016
ENSG00000061273	Activation	ENSG00000124762
ENSG00000061273	Repression	ENSG00000091831
ENSG00000061273	Repression	ENSG00000140287
ENSG00000061273	Activation	ENSG00000100644
ENSG00000061273	Repression	ENSG00000100644
ENSG00000061273	Repression	ENSG00000068305
ENSG00000061273	Repression	ENSG00000081189
ENSG00000061273	Repression	ENSG00000116604
ENSG00000061273	Repression	ENSG00000166670
ENSG00000048052	Activation	ENSG00000147889
ENSG00000048052	Activation	ENSG00000003402
ENSG00000048052	Repression	ENSG00000003402
ENSG00000048052	Repression	ENSG00000164442
ENSG00000048052	Repression	ENSG00000162595
ENSG00000048052	Repression	ENSG00000091831
ENSG00000048052	Repression	ENSG00000044574
ENSG00000048052	Repression	ENSG00000146678
ENSG00000048052	Repression	ENSG00000068305
ENSG00000048052	Activation	ENSG00000137745
ENSG00000048052	Repression	ENSG00000104177
ENSG00000048052	Repression	ENSG00000109320
ENSG00000048052	Repression	ENSG00000172179
ENSG00000048052	Repression	ENSG00000173039
ENSG00000048052	Repression	ENSG00000166888
ENSG00000048052	Repression	ENSG00000120889
ENSG00000048052	Repression	ENSG00000141510
ENSG00000143321	Repression	ENSG00000039068
ENSG00000143321	Activation	ENSG00000026103
ENSG00000143321	Repression	ENSG00000115593
ENSG00000143321	Activation	ENSG00000112715
ENSG00000143321	Activation	ENSG00000173511
ENSG00000143321	Activation	ENSG00000026025
ENSG00000114315	Repression	ENSG00000139352
ENSG00000114315	Repression	ENSG00000010610
ENSG00000114315	Activation	ENSG00000006634
ENSG00000114315	Repression	ENSG00000101412
ENSG00000114315	Repression	ENSG00000078018
ENSG00000114315	Repression	ENSG00000284792
ENSG00000114315	Repression	ENSG00000107317
ENSG00000144485	Repression	ENSG00000139352
ENSG00000186834	Repression	ENSG00000110092
ENSG00000164683	Repression	ENSG00000107796
ENSG00000164683	Repression	ENSG00000125845
ENSG00000164683	Repression	ENSG00000285109
ENSG00000164683	Repression	ENSG00000141448
ENSG00000164683	Repression	ENSG00000128052
ENSG00000164683	Activation	ENSG00000273814
ENSG00000164683	Repression	ENSG00000117707
ENSG00000135547	Repression	ENSG00000107796
ENSG00000135547	Repression	ENSG00000285109
ENSG00000135547	Repression	ENSG00000141448
ENSG00000163909	Repression	ENSG00000169083
ENSG00000152804	Activation	ENSG00000101076
ENSG00000152804	Activation	ENSG00000105641
ENSG00000177374	Repression	ENSG00000144476
ENSG00000177374	Repression	ENSG00000101412
ENSG00000177374	Repression	ENSG00000142627
ENSG00000177374	Repression	ENSG00000157193
ENSG00000177374	Repression	ENSG00000136997
ENSG00000177374	Repression	ENSG00000096717
ENSG00000177374	Activation	ENSG00000168610
ENSG00000177374	Repression	ENSG00000112715
ENSG00000177374	Repression	ENSG00000147852
ENSG00000100644	Repression	ENSG00000085563
ENSG00000100644	Activation	ENSG00000159640
ENSG00000100644	Repression	ENSG00000130234
ENSG00000100644	Activation	ENSG00000144891
ENSG00000100644	Activation	ENSG00000158578
ENSG00000100644	Activation	ENSG00000149925
ENSG00000100644	Repression	ENSG00000100823
ENSG00000100644	Activation	ENSG00000169083
ENSG00000100644	Activation	ENSG00000130707
ENSG00000100644	Activation	ENSG00000087088
ENSG00000100644	Repression	ENSG00000015475
ENSG00000100644	Activation	ENSG00000176171
ENSG00000100644	Activation	ENSG00000107159
ENSG00000100644	Repression	ENSG00000110092
ENSG00000100644	Activation	ENSG00000126353
ENSG00000100644	Repression	ENSG00000039068
ENSG00000100644	Activation	ENSG00000118523
ENSG00000100644	Activation	ENSG00000121966
ENSG00000100644	Activation	ENSG00000112242
ENSG00000100644	Activation	ENSG00000078401
ENSG00000100644	Activation	ENSG00000136160
ENSG00000100644	Activation	ENSG00000074800
ENSG00000100644	Activation	ENSG00000130427
ENSG00000100644	Activation	ENSG00000138685
ENSG00000100644	Activation	ENSG00000113070
ENSG00000100644	Repression	ENSG00000100644
ENSG00000100644	Activation	ENSG00000160255
ENSG00000100644	Activation	ENSG00000134333
ENSG00000100644	Activation	ENSG00000174697
ENSG00000100644	Activation	ENSG00000105976
ENSG00000100644	Activation	ENSG00000183214
ENSG00000100644	Activation	ENSG00000240972
ENSG00000100644	Activation	ENSG00000087245
ENSG00000100644	Repression	ENSG00000087245
ENSG00000100644	Activation	ENSG00000123358
ENSG00000100644	Activation	ENSG00000135318
ENSG00000100644	Activation	ENSG00000102144
ENSG00000100644	Activation	ENSG00000148344
ENSG00000100644	Repression	ENSG00000122707
ENSG00000100644	Activation	ENSG00000069667
ENSG00000100644	Repression	ENSG00000117118
ENSG00000100644	Activation	ENSG00000181555
ENSG00000100644	Repression	ENSG00000112759
ENSG00000100644	Activation	ENSG00000117394
ENSG00000100644	Activation	ENSG00000185338
ENSG00000100644	Activation	ENSG00000164362
ENSG00000100644	Activation	ENSG00000119699
ENSG00000100644	Repression	ENSG00000119699
ENSG00000100644	Activation	ENSG00000035862
ENSG00000100644	Activation	ENSG00000122691
ENSG00000100644	Activation	ENSG00000112715
ENSG00000100644	Repression	ENSG00000112715
ENSG00000100644	Activation	ENSG00000026025
ENSG00000100644	Activation	ENSG00000132970
ENSG00000100644	Activation	ENSG00000154767
ENSG00000100644	Activation	ENSG00000171940
ENSG00000172273	Repression	ENSG00000134046
ENSG00000064393	Activation	ENSG00000124762
ENSG00000064393	Repression	ENSG00000100644
ENSG00000064393	Repression	ENSG00000081189
ENSG00000064393	Repression	ENSG00000007952
ENSG00000064393	Repression	ENSG00000112715
ENSG00000064393	Repression	ENSG00000026025
ENSG00000100084	Repression	ENSG00000163803
ENSG00000108924	Activation	ENSG00000105516
ENSG00000108924	Repression	ENSG00000159216
ENSG00000071794	Activation	ENSG00000104044
ENSG00000137309	Repression	ENSG00000012048
ENSG00000137309	Activation	ENSG00000026508
ENSG00000137309	Activation	ENSG00000164045
ENSG00000137309	Repression	ENSG00000039068
ENSG00000137309	Activation	ENSG00000171105
ENSG00000137309	Repression	ENSG00000171105
ENSG00000137309	Activation	ENSG00000133116
ENSG00000137309	Activation	ENSG00000064835
ENSG00000137309	Activation	ENSG00000073756
ENSG00000137309	Activation	ENSG00000059804
ENSG00000137309	Activation	ENSG00000122691
ENSG00000137309	Repression	ENSG00000136936
ENSG00000149948	Activation	ENSG00000039068
ENSG00000149948	Activation	ENSG00000235708
ENSG00000149948	Activation	ENSG00000064835
ENSG00000164104	Activation	ENSG00000165702
ENSG00000164104	Activation	ENSG00000206439
ENSG00000135100	Activation	ENSG00000120437
ENSG00000135100	Activation	ENSG00000079112
ENSG00000135100	Activation	ENSG00000146678
ENSG00000135100	Activation	ENSG00000115850
ENSG00000135100	Activation	ENSG00000138823
ENSG00000135100	Activation	ENSG00000184999
ENSG00000135100	Activation	ENSG00000149742
ENSG00000135100	Repression	ENSG00000169908
ENSG00000135100	Activation	ENSG00000241635
ENSG00000135100	Activation	ENSG00000242515
ENSG00000135100	Activation	ENSG00000242366
ENSG00000135100	Activation	ENSG00000241119
ENSG00000135100	Activation	ENSG00000197888
ENSG00000135100	Activation	ENSG00000171234
ENSG00000276194	Activation	ENSG00000169344
ENSG00000101076	Repression	ENSG00000138075
ENSG00000101076	Repression	ENSG00000143921
ENSG00000101076	Activation	ENSG00000081051
ENSG00000101076	Activation	ENSG00000223953
ENSG00000101076	Activation	ENSG00000079385
ENSG00000101076	Activation	ENSG00000138115
ENSG00000101076	Activation	ENSG00000138109
ENSG00000101076	Activation	ENSG00000283284
ENSG00000101076	Repression	ENSG00000167910
ENSG00000101076	Activation	ENSG00000145384
ENSG00000101076	Repression	ENSG00000127554
ENSG00000101076	Repression	ENSG00000259384
ENSG00000101076	Activation	ENSG00000130164
ENSG00000101076	Activation	ENSG00000137673
ENSG00000101076	Activation	ENSG00000138823
ENSG00000101076	Activation	ENSG00000136997
ENSG00000101076	Activation	ENSG00000015520
ENSG00000101076	Activation	ENSG00000144852
ENSG00000101076	Activation	ENSG00000169174
ENSG00000101076	Activation	ENSG00000169385
ENSG00000101076	Activation	ENSG00000117601
ENSG00000101076	Activation	ENSG00000129214
ENSG00000164749	Activation	ENSG00000081051
ENSG00000164749	Activation	ENSG00000283284
ENSG00000171476	Activation	ENSG00000143631
ENSG00000171476	Repression	ENSG00000170345
ENSG00000171476	Activation	ENSG00000203782
ENSG00000105991	Activation	ENSG00000171791
ENSG00000105991	Activation	ENSG00000110092
ENSG00000105991	Activation	ENSG00000136997
ENSG00000253293	Activation	ENSG00000180828
ENSG00000253293	Repression	ENSG00000129757
ENSG00000253293	Activation	ENSG00000170370
ENSG00000253293	Repression	ENSG00000170370
ENSG00000253293	Activation	ENSG00000115738
ENSG00000253293	Activation	ENSG00000146678
ENSG00000253293	Repression	ENSG00000095752
ENSG00000253293	Activation	ENSG00000164136
ENSG00000253293	Repression	ENSG00000119138
ENSG00000253293	Repression	ENSG00000134323
ENSG00000253293	Repression	ENSG00000092621
ENSG00000253293	Repression	ENSG00000124216
ENSG00000253293	Activation	ENSG00000141510
ENSG00000005073	Repression	ENSG00000253293
ENSG00000106004	Activation	ENSG00000076928
ENSG00000106004	Activation	ENSG00000082175
ENSG00000106004	Activation	ENSG00000105894
ENSG00000122592	Activation	ENSG00000039068
ENSG00000122592	Activation	ENSG00000163207
ENSG00000122592	Activation	ENSG00000186395
ENSG00000122592	Activation	ENSG00000026025
ENSG00000078399	Activation	ENSG00000076928
ENSG00000078399	Activation	ENSG00000115738
ENSG00000078399	Activation	ENSG00000134323
ENSG00000078399	Repression	ENSG00000109320
ENSG00000078399	Repression	ENSG00000173039
ENSG00000120094	Repression	ENSG00000196628
ENSG00000159184	Repression	ENSG00000196628
ENSG00000260027	Activation	ENSG00000110092
ENSG00000260027	Repression	ENSG00000111276
ENSG00000260027	Repression	ENSG00000196730
ENSG00000260027	Activation	ENSG00000146648
ENSG00000260027	Activation	ENSG00000138685
ENSG00000260027	Activation	ENSG00000087245
ENSG00000260027	Activation	ENSG00000197461
ENSG00000260027	Repression	ENSG00000186340
ENSG00000260027	Activation	ENSG00000112715
ENSG00000260027	Activation	ENSG00000114251
ENSG00000180818	Repression	ENSG00000120068
ENSG00000123364	Repression	ENSG00000175065
ENSG00000123364	Repression	ENSG00000066336
ENSG00000197757	Repression	ENSG00000146674
ENSG00000197757	Repression	ENSG00000196549
ENSG00000180806	Repression	ENSG00000120068
ENSG00000128709	Activation	ENSG00000128709
ENSG00000168453	Activation	ENSG00000173391
ENSG00000284774	Activation	ENSG00000197548
ENSG00000284774	Repression	ENSG00000151929
ENSG00000284774	Repression	ENSG00000124762
ENSG00000284774	Repression	ENSG00000044012
ENSG00000284774	Repression	ENSG00000025423
ENSG00000284774	Activation	ENSG00000170606
